transcript	l_tr	l_utr5	l_cds	l_utr3
YOR057W_mRNA	1323	67	1185	71
YOR058C_mRNA	2928	97	2655	176
YOR059C_mRNA	1453	45	1350	58
YOR060C_mRNA	1044	97	771	176
YOR061W_mRNA	1383	157	1017	209
YOR062C_mRNA	1077	97	804	176
YOR063W_mRNA	1383	101	1161	121
YOR064C_mRNA	930	97	657	176
YOR065W_mRNA	1200	97	927	176
YOR066W_mRNA	2119	16	1887	216
YOR067C_mRNA	1880	61	1731	88
YOR068C_mRNA	615	97	342	176
YOR069W_mRNA	2225	72	2025	128
YOR070C_mRNA	2165	174	1911	80
YOR071C_mRNA	2067	97	1794	176
YOR072W_mRNA	585	97	312	176
YOR072W-A_mRNA	519	97	246	176
YOR072W-B_mRNA	432	97	159	176
YOR073W_mRNA	2043	97	1770	176
YOR073W-A_mRNA	504	97	231	176
YOR074C_mRNA	1185	97	912	176
YOR075W_mRNA	1145	46	1038	61
YOR076C_mRNA	2514	97	2241	176
YOR077W_mRNA	969	97	696	176
YOR078W_mRNA	756	53	642	61
YOR079C_mRNA	1095	35	939	121
YOR080W_mRNA	2469	97	2196	176
YOR081C_mRNA	2362	48	2247	67
YOR082C_mRNA	612	97	339	176
YOR083W_mRNA	1158	97	885	176
YOR084W_mRNA	1434	97	1161	176
YOR085W_mRNA	1220	60	1050	110
YOR086C_mRNA	3871	193	3558	120
YOR087W_mRNA	2298	97	2025	176
YOR089C_mRNA	806	77	630	99
YOR090C_mRNA	1989	97	1716	176
YOR091W_mRNA	1169	62	1035	72
YOR092W_mRNA	2233	207	1839	187
YOR093C_mRNA	5217	97	4944	176
YOR094W_mRNA	827	103	549	175
YOR095C_mRNA	1611	161	774	676
YOR096W_mRNA	763	94	570	99
YOR097C_mRNA	798	97	525	176
YOR098C_mRNA	3501	97	3228	176
YOR099W_mRNA	1394	117	1179	98
YOR100C_mRNA	1280	37	981	262
YOR101W_mRNA	1230	89	927	214
YOR102W_mRNA	621	97	348	176
YOR103C_mRNA	899	415	390	94
YOR104W_mRNA	1119	97	846	176
YOR105W_mRNA	597	97	324	176
YOR106W_mRNA	1122	97	849	176
YOR107W_mRNA	1501	261	927	313
YOR108C-A_mRNA	480	97	207	176
YOR108W_mRNA	2012	91	1812	109
YOR109W_mRNA	3594	97	3321	176
YOR110W_mRNA	1578	97	1305	176
YOR111W_mRNA	1046	32	696	318
YOR112W_mRNA	2438	70	2283	85
YOR113W_mRNA	3015	97	2742	176
YOR114W_mRNA	1155	97	882	176
YOR115C_mRNA	963	51	804	108
YOR116C_mRNA	4653	97	4380	176
YOR117W_mRNA	1533	93	1302	138
YOR118W_mRNA	2043	204	1701	138
YOR119C_mRNA	1725	97	1452	176
YOR120W_mRNA	1137	59	936	142
YOR121C_mRNA	576	97	303	176
YOR122C_mRNA	705	58	378	269
YOR123C_mRNA	1665	97	1392	176
YOR124C_mRNA	4089	97	3816	176
YOR125C_mRNA	972	97	699	176
YOR126C_mRNA	834	23	714	97
YOR127W_mRNA	3294	97	3021	176
YOR128C_mRNA	1841	71	1713	57
YOR129C_mRNA	2963	78	2679	206
YOR130C_mRNA	1056	109	876	71
YOR131C_mRNA	927	97	654	176
YOR132W_mRNA	1784	87	1653	44
YOR133W_mRNA	2773	59	2526	188
YOR134W_mRNA	1500	97	1227	176
YOR135C_mRNA	612	97	339	176
YOR136W_mRNA	1550	172	1107	271
YOR137C_mRNA	2139	97	1866	176
YOR138C_mRNA	2286	97	2013	176
YOR139C_mRNA	663	97	390	176
YOR140W_mRNA	2571	97	2298	176
YOR141C_mRNA	2959	29	2643	287
YOR142W_mRNA	1462	228	987	247
YOR143C_mRNA	1335	120	957	258
YOR144C_mRNA	2527	12	2373	142
YOR145C_mRNA	927	34	822	71
YOR146W_mRNA	576	97	303	176
YOR147W_mRNA	2088	46	1866	176
YOR148C_mRNA	683	41	555	87
YOR149C_mRNA	2004	44	1548	412
YOR150W_mRNA	650	50	489	111
YOR151C_mRNA	3945	97	3672	176
YOR152C_mRNA	1041	97	768	176
YOR153W_mRNA	4806	97	4533	176
YOR154W_mRNA	2034	97	1761	176
YOR155C_mRNA	1467	21	1350	96
YOR156C_mRNA	2586	152	2178	256
YOR157C_mRNA	1056	97	783	176
YOR158W_mRNA	1112	67	954	91
YOR159C_mRNA	555	97	282	176
YOR160W_mRNA	3064	50	2916	98
YOR161C_mRNA	1890	97	1617	176
YOR161C-C_mRNA	417	97	144	176
YOR161W-A_mRNA	351	97	78	176
YOR161W-B_mRNA	531	97	258	176
YOR162C_mRNA	2703	97	2430	176
YOR163W_mRNA	711	71	564	76
YOR164C_mRNA	1209	97	936	176
YOR165W_mRNA	2524	33	2328	163
YOR166C_mRNA	1579	29	1374	176
YOR167C_mRNA	430	61	201	168
YOR168W_mRNA	2559	28	2427	104
YOR169C_mRNA	735	97	462	176
YOR170W_mRNA	576	97	303	176
YOR171C_mRNA	2145	97	1872	176
YOR172W_mRNA	2631	97	2358	176
YOR173W_mRNA	1238	59	1059	120
YOR174W_mRNA	1099	119	852	128
YOR175C_mRNA	2130	97	1857	176
YOR176W_mRNA	1370	111	1179	80
YOR177C_mRNA	1665	97	1392	176
YOR178C_mRNA	2652	97	2379	176
YOR179C_mRNA	837	97	564	176
YOR180C_mRNA	1086	97	813	176
YOR181W_mRNA	2060	70	1899	91
YOR182C_mRNA	363	62	189	112
YOR183W_mRNA	660	97	387	176
YOR184W_mRNA	1339	55	1185	99
YOR185C_mRNA	778	58	660	60
YOR186C-A_mRNA	480	97	207	176
YOR186W_mRNA	705	97	432	176
YOR187W_mRNA	1575	139	1311	125
YOR188W_mRNA	3684	97	3411	176
YOR189W_mRNA	613	34	348	231
YOR190W_mRNA	1608	97	1335	176
YOR191W_mRNA	5130	97	4857	176
YOR192C_mRNA	2070	97	1797	176
YOR192C-C_mRNA	507	97	234	176
YOR193W_mRNA	1401	97	1128	176
YOR194C_mRNA	1131	97	858	176
YOR195W_mRNA	2736	97	2463	176
YOR196C_mRNA	1432	48	1242	142
YOR197W_mRNA	1471	22	1296	153
YOR198C_mRNA	1816	184	1410	222
YOR199W_mRNA	600	97	327	176
YOR200W_mRNA	669	97	396	176
YOR201C_mRNA	1509	97	1236	176
YOR202W_mRNA	767	23	660	84
YOR203W_mRNA	624	97	351	176
YOR204W_mRNA	2571	35	1812	724
YOR205C_mRNA	1839	8	1668	163
YOR206W_mRNA	2403	97	2130	176
YOR207C_mRNA	3720	97	3447	176
YOR208W_mRNA	2523	97	2250	176
YOR209C_mRNA	1512	151	1287	74
YOR210W_mRNA	566	57	210	299
YOR211C_mRNA	2916	97	2643	176
YOR212W_mRNA	1556	162	1269	125
YOR213C_mRNA	1017	97	744	176
YOR214C_mRNA	981	97	708	176
YOR215C_mRNA	916	41	555	320
YOR216C_mRNA	1617	59	1452	106
YOR217W_mRNA	2913	99	2583	231
YOR218C_mRNA	690	97	417	176
YOR219C_mRNA	3066	97	2793	176
YOR220W_mRNA	1020	50	795	175
YOR221C_mRNA	1354	102	1080	172
YOR222W_mRNA	1023	34	921	68
YOR223W_mRNA	1149	97	876	176
YOR224C_mRNA	600	44	438	118
YOR225W_mRNA	600	97	327	176
YOR226C_mRNA	621	21	468	132
YOR227W_mRNA	4143	241	3738	164
YOR228C_mRNA	1179	97	906	176
YOR229W_mRNA	1674	97	1401	176
YOR230W_mRNA	1672	138	1311	223
YOR231C-A_mRNA	471	97	198	176
YOR231W_mRNA	1797	97	1524	176
YOR232W_mRNA	964	117	684	163
YOR233W_mRNA	2673	97	2400	176
YOR234C_mRNA	523	101	321	101
YOR235W_mRNA	585	97	312	176
YOR236W_mRNA	716	14	633	69
YOR237W_mRNA	1575	97	1302	176
YOR238W_mRNA	1182	97	909	176
YOR241W_mRNA	1917	97	1644	176
YOR242C_mRNA	1386	97	1113	176
YOR243C_mRNA	2181	17	2028	136
YOR244W_mRNA	1500	65	1335	100
YOR245C_mRNA	1527	97	1254	176
YOR246C_mRNA	1135	68	990	77
YOR247W_mRNA	903	97	630	176
YOR248W_mRNA	573	97	300	176
YOR249C_mRNA	2328	97	2055	176
YOR250C_mRNA	1389	35	1335	19
YOR251C_mRNA	1185	97	912	176
YOR252W_mRNA	675	32	534	109
YOR253W_mRNA	676	29	528	119
YOR254C_mRNA	2133	48	1989	96
YOR255W_mRNA	1107	97	834	176
YOR256C_mRNA	2700	97	2427	176
YOR257W_mRNA	594	41	483	70
YOR258W_mRNA	759	21	651	87
YOR259C_mRNA	1584	97	1311	176
YOR260W_mRNA	1992	51	1734	207
YOR261C_mRNA	1287	97	1014	176
YOR262W_mRNA	1208	63	1041	104
YOR263C_mRNA	678	97	405	176
YOR264W_mRNA	1416	58	1290	68
YOR265W_mRNA	569	34	318	217
YOR266W_mRNA	1542	97	1269	176
YOR267C_mRNA	2550	97	2277	176
YOR268C_mRNA	669	97	396	176
YOR269W_mRNA	1755	97	1482	176
YOR270C_mRNA	2801	171	2520	110
YOR271C_mRNA	1254	97	981	176
YOR272W_mRNA	1655	200	1380	75
YOR273C_mRNA	2282	84	1977	221
YOR274W_mRNA	1543	97	1284	162
YOR275C_mRNA	2128	26	1983	119
YOR276W_mRNA	647	69	483	95
YOR277C_mRNA	579	97	306	176
YOR278W_mRNA	942	16	825	101
YOR279C_mRNA	1111	123	930	58
YOR280C_mRNA	956	57	798	101
YOR281C_mRNA	1131	97	858	176
YOR282W_mRNA	591	97	318	176
YOR283W_mRNA	985	104	690	191
YOR284W_mRNA	1002	97	729	176
YOR285W_mRNA	551	20	417	114
YOR286W_mRNA	736	36	447	253
YOR287C_mRNA	981	22	900	59
YOR288C_mRNA	1227	97	954	176
YOR289W_mRNA	812	1	753	58
YOR290C_mRNA	5382	97	5109	176
YOR291W_mRNA	4689	97	4416	176
YOR292C_mRNA	1068	60	927	81
YOR293C-A_mRNA	420	97	147	176
YOR293W_mRNA	528	63	315	150
YOR294W_mRNA	807	46	609	152
YOR295W_mRNA	974	61	684	229
YOR296W_mRNA	4140	97	3867	176
YOR297C_mRNA	1019	60	576	383
YOR298C-A_mRNA	773	91	453	229
YOR298W_mRNA	1710	97	1437	176
YOR299W_mRNA	2511	97	2238	176
YOR300W_mRNA	579	97	306	176
YOR301W_mRNA	1636	18	1305	313
YOR302W_mRNA	348	97	75	176
YOR303W_mRNA	1506	97	1233	176
YOR304C-A_mRNA	501	97	228	176
YOR304W_mRNA	3633	97	3360	176
YOR305W_mRNA	903	87	726	90
YOR306C_mRNA	1836	97	1563	176
YOR307C_mRNA	1632	97	1359	176
YOR308C_mRNA	2034	97	1761	176
YOR309C_mRNA	651	97	378	176
YOR310C_mRNA	1806	97	1533	176
YOR311C_mRNA	1099	47	870	182
YOR312C_mRNA	662	42	516	104
YOR313C_mRNA	1287	97	1014	176
YOR314W_mRNA	600	97	327	176
YOR314W-A_mRNA	381	97	108	176
YOR315W_mRNA	1311	97	1038	176
YOR316C_mRNA	1590	97	1317	176
YOR316C-A_mRNA	480	97	207	176
YOR317W_mRNA	2413	78	2100	235
YOR318C_mRNA	576	97	303	176
YOR319W_mRNA	912	97	639	176
YOR320C_mRNA	1732	112	1473	147
YOR321W_mRNA	2371	73	2259	39
YOR322C_mRNA	2812	238	2454	120
YOR323C_mRNA	1510	19	1368	123
YOR324C_mRNA	2079	97	1806	176
YOR325W_mRNA	744	97	471	176
YOR326W_mRNA	4995	97	4722	176
YOR327C_mRNA	619	146	345	128
YOR328W_mRNA	4965	97	4692	176
YOR329C_mRNA	2889	97	2616	176
YOR329W-A_mRNA	480	97	207	176
YOR330C_mRNA	4035	97	3762	176
YOR331C_mRNA	828	97	555	176
YOR332W_mRNA	803	31	699	73
YOR333C_mRNA	687	97	414	176
YOR334W_mRNA	1683	97	1410	176
YOR335C_mRNA	3147	97	2874	176
YOR335W-A_mRNA	351	97	78	176
YOR336W_mRNA	4368	97	4095	176
YOR337W_mRNA	2550	97	2277	176
YOR338W_mRNA	1362	97	1089	176
YOR339C_mRNA	741	97	468	176
YOR340C_mRNA	1176	29	978	169
YOR341W_mRNA	5265	97	4992	176
YOR342C_mRNA	1228	113	957	158
YOR343C_mRNA	597	97	324	176
YOR344C_mRNA	1146	97	873	176
YOR345C_mRNA	621	97	348	176
YOR346W_mRNA	3228	97	2955	176
YOR347C_mRNA	1680	98	1518	64
YOR348C_mRNA	2154	97	1881	176
YOR349W_mRNA	3315	97	3042	176
YOR350C_mRNA	2094	33	1989	72
YOR351C_mRNA	1764	97	1491	176
YOR352W_mRNA	1194	92	1029	73
YOR353C_mRNA	2646	97	2373	176
YOR354C_mRNA	2235	25	2076	134
YOR355W_mRNA	1839	97	1566	176
YOR356W_mRNA	2088	78	1893	117
YOR357C_mRNA	612	17	486	109
YOR358W_mRNA	1207	198	726	283
YOR359W_mRNA	1842	97	1569	176
YOR360C_mRNA	1915	232	1578	105
YOR361C_mRNA	2562	97	2289	176
YOR362C_mRNA	1078	53	864	161
YOR363C_mRNA	3261	97	2988	176
YOR364W_mRNA	639	97	366	176
YOR365C_mRNA	2382	97	2109	176
YOR366W_mRNA	624	97	351	176
YOR367W_mRNA	698	25	600	73
YOR368W_mRNA	1365	31	1203	131
YOR369C_mRNA	667	111	429	127
YOR370C_mRNA	2082	97	1809	176
YOR371C_mRNA	2964	97	2691	176
YOR372C_mRNA	1935	97	1662	176
YOR373W_mRNA	2826	97	2553	176
YOR374W_mRNA	1762	60	1557	145
YOR375C_mRNA	1564	68	1362	134
YOR376W_mRNA	639	97	366	176
YOR376W-A_mRNA	426	97	153	176
YOR377W_mRNA	1848	97	1575	176
YOR378W_mRNA	1818	97	1545	176
YOR379C_mRNA	609	97	336	176
YOR380W_mRNA	1911	97	1638	176
YOR381W_mRNA	2406	97	2133	176
YOR381W-A_mRNA	438	97	165	176
YOR382W_mRNA	629	40	459	130
YOR383C_mRNA	880	65	612	203
YOR384W_mRNA	2355	97	2082	176
YOR385W_mRNA	1143	97	870	176
YOR386W_mRNA	1968	97	1695	176
YOR387C_mRNA	891	97	618	176
YOR388C_mRNA	1401	97	1128	176
YOR389W_mRNA	2145	97	1872	176
YOR390W_mRNA	1398	97	1125	176
YOR391C_mRNA	984	97	711	176
YOR392W_mRNA	714	97	441	176
YOR393W_mRNA	1584	97	1311	176
YOR394C-A_mRNA	438	97	165	176
YOR394W_mRNA	765	97	492	176
YOR396C-A_mRNA	753	97	480	176
YOR396W_mRNA	5661	97	5388	176
YPL001W_mRNA	1195	16	1122	57
YPL002C_mRNA	972	97	699	176
YPL003W_mRNA	1659	97	1386	176
YPL004C_mRNA	1311	116	1023	172
YPL005W_mRNA	2091	97	1818	176
YPL006W_mRNA	3611	36	3510	65
YPL007C_mRNA	2037	97	1764	176
YPL008W_mRNA	2900	228	2583	89
YPL009C_mRNA	3387	97	3114	176
YPL010W_mRNA	840	92	567	181
YPL011C_mRNA	1220	44	1059	117
YPL012W_mRNA	3957	97	3684	176
YPL013C_mRNA	613	99	363	151
YPL014W_mRNA	1436	34	1143	259
YPL015C_mRNA	1469	72	1071	326
YPL016W_mRNA	4215	97	3942	176
YPL017C_mRNA	1770	97	1497	176
YPL018W_mRNA	1380	97	1107	176
YPL019C_mRNA	2688	125	2505	58
YPL020C_mRNA	2136	97	1863	176
YPL021W_mRNA	834	97	561	176
YPL022W_mRNA	3603	84	3300	219
YPL023C_mRNA	2240	137	1971	132
YPL024W_mRNA	996	97	723	176
YPL025C_mRNA	828	97	555	176
YPL026C_mRNA	1845	68	1506	271
YPL027W_mRNA	1008	97	735	176
YPL028W_mRNA	1415	114	1194	107
YPL029W_mRNA	2484	97	2211	176
YPL030W_mRNA	1848	56	1701	91
YPL031C_mRNA	1030	36	915	79
YPL032C_mRNA	2748	97	2475	176
YPL033C_mRNA	1116	97	843	176
YPL034W_mRNA	982	334	495	153
YPL035C_mRNA	618	97	345	176
YPL036W_mRNA	3114	97	2841	176
YPL037C_mRNA	692	108	471	113
YPL038W_mRNA	661	15	531	115
YPL038W-A_mRNA	462	97	189	176
YPL039W_mRNA	1221	97	948	176
YPL040C_mRNA	3279	97	3006	176
YPL041C_mRNA	894	97	621	176
YPL042C_mRNA	1938	97	1665	176
YPL043W_mRNA	2190	46	2055	89
YPL044C_mRNA	819	97	546	176
YPL045W_mRNA	2667	97	2394	176
YPL046C_mRNA	620	77	297	246
YPL047W_mRNA	746	117	297	332
YPL048W_mRNA	1507	120	1245	142
YPL049C_mRNA	1629	97	1356	176
YPL050C_mRNA	1458	97	1185	176
YPL051W_mRNA	867	97	594	176
YPL053C_mRNA	1523	78	1338	107
YPL054W_mRNA	1349	85	903	361
YPL055C_mRNA	1090	19	996	75
YPL056C_mRNA	576	97	303	176
YPL057C_mRNA	1853	258	1146	449
YPL058C_mRNA	4806	97	4533	176
YPL059W_mRNA	724	91	450	183
YPL060W_mRNA	1512	97	1239	176
YPL061W_mRNA	1729	104	1500	125
YPL062W_mRNA	675	97	402	176
YPL063W_mRNA	1783	136	1428	219
YPL064C_mRNA	982	14	903	65
YPL065W_mRNA	999	97	726	176
YPL066W_mRNA	1710	97	1437	176
YPL067C_mRNA	751	66	594	91
YPL068C_mRNA	1152	97	879	176
YPL069C_mRNA	1159	26	1005	128
YPL070W_mRNA	2229	207	1836	186
YPL071C_mRNA	741	97	468	176
YPL072W_mRNA	1739	193	1497	49
YPL073C_mRNA	756	97	483	176
YPL074W_mRNA	2417	20	2262	135
YPL075W_mRNA	2628	97	2355	176
YPL076W_mRNA	1772	146	840	786
YPL077C_mRNA	993	97	720	176
YPL078C_mRNA	1049	67	732	250
YPL079W_mRNA	675	72	480	123
YPL080C_mRNA	597	97	324	176
YPL081W_mRNA	812	41	591	180
YPL082C_mRNA	5874	97	5601	176
YPL083C_mRNA	1674	97	1401	176
YPL084W_mRNA	2726	41	2532	153
YPL085W_mRNA	6858	97	6585	176
YPL086C_mRNA	1794	29	1671	94
YPL087W_mRNA	1302	202	951	149
YPL088W_mRNA	1299	97	1026	176
YPL089C_mRNA	2301	97	2028	176
YPL090C_mRNA	993	130	708	155
YPL091W_mRNA	1654	62	1449	143
YPL092W_mRNA	1614	156	1374	84
YPL093W_mRNA	2303	105	1941	257
YPL094C_mRNA	1015	127	822	66
YPL095C_mRNA	1641	97	1368	176
YPL096C-A_mRNA	375	52	204	119
YPL096W_mRNA	1221	25	1089	107
YPL097W_mRNA	1612	20	1476	116
YPL098C_mRNA	615	71	339	205
YPL099C_mRNA	764	26	546	192
YPL100W_mRNA	1761	97	1488	176
YPL101W_mRNA	1520	34	1368	118
YPL102C_mRNA	573	97	300	176
YPL103C_mRNA	1687	19	1404	264
YPL104W_mRNA	2159	41	1974	144
YPL105C_mRNA	2648	23	2547	78
YPL106C_mRNA	2208	54	2079	75
YPL107W_mRNA	1017	97	744	176
YPL108W_mRNA	777	97	504	176
YPL109C_mRNA	2208	82	1971	155
YPL110C_mRNA	3942	97	3669	176
YPL111W_mRNA	1172	55	999	118
YPL112C_mRNA	1455	97	1182	176
YPL113C_mRNA	1461	97	1188	176
YPL114W_mRNA	690	97	417	176
YPL115C_mRNA	3657	97	3384	176
YPL116W_mRNA	2364	97	2091	176
YPL117C_mRNA	1137	97	864	176
YPL118W_mRNA	1220	86	1032	102
YPL119C_mRNA	2124	97	1851	176
YPL119C-A_mRNA	534	97	261	176
YPL120W_mRNA	1944	97	1671	176
YPL121C_mRNA	939	97	666	176
YPL122C_mRNA	1657	53	1539	65
YPL123C_mRNA	1529	83	1302	144
YPL124W_mRNA	1032	97	759	176
YPL125W_mRNA	3369	97	3096	176
YPL126W_mRNA	2961	97	2688	176
YPL127C_mRNA	1096	23	774	299
YPL128C_mRNA	1959	97	1686	176
YPL129W_mRNA	928	71	732	125
YPL130W_mRNA	942	97	669	176
YPL131W_mRNA	1072	76	891	105
YPL132W_mRNA	1147	141	900	106
YPL133C_mRNA	1611	97	1338	176
YPL134C_mRNA	1160	29	930	201
YPL135C-A_mRNA	444	97	171	176
YPL135W_mRNA	1435	558	495	382
YPL136W_mRNA	639	97	366	176
YPL137C_mRNA	4101	97	3828	176
YPL138C_mRNA	1332	97	1059	176
YPL139C_mRNA	1653	97	1380	176
YPL140C_mRNA	1791	97	1518	176
YPL141C_mRNA	2868	97	2595	176
YPL142C_mRNA	588	97	315	176
YPL143W_mRNA	541	59	321	161
YPL144W_mRNA	564	39	444	81
YPL145C_mRNA	2091	280	1302	509
YPL146C_mRNA	1638	97	1365	176
YPL147W_mRNA	2883	97	2610	176
YPL148C_mRNA	813	137	519	157
YPL149W_mRNA	995	77	882	36
YPL150W_mRNA	2976	97	2703	176
YPL151C_mRNA	1626	97	1353	176
YPL152W_mRNA	1347	97	1074	176
YPL152W-A_mRNA	369	97	96	176
YPL153C_mRNA	2736	97	2463	176
YPL154C_mRNA	1488	97	1215	176
YPL155C_mRNA	2391	97	2118	176
YPL156C_mRNA	1083	60	852	171
YPL157W_mRNA	1480	131	945	404
YPL158C_mRNA	2415	70	2274	71
YPL159C_mRNA	1032	97	759	176
YPL160W_mRNA	3512	68	3270	174
YPL161C_mRNA	2172	97	1899	176
YPL162C_mRNA	1092	97	819	176
YPL163C_mRNA	1053	97	780	176
YPL164C_mRNA	2418	97	2145	176
YPL165C_mRNA	1392	97	1119	176
YPL166W_mRNA	912	97	639	176
YPL167C_mRNA	4785	97	4512	176
YPL168W_mRNA	1510	153	1290	67
YPL169C_mRNA	2052	51	1797	204
YPL170W_mRNA	785	133	456	196
YPL171C_mRNA	1340	23	1200	117
YPL172C_mRNA	1659	97	1386	176
YPL173W_mRNA	1114	52	891	171
YPL174C_mRNA	2815	135	2604	76
YPL175W_mRNA	1629	97	1356	176
YPL176C_mRNA	2622	97	2349	176
YPL177C_mRNA	1191	97	918	176
YPL178W_mRNA	822	78	624	120
YPL179W_mRNA	2064	169	1647	248
YPL180W_mRNA	2670	97	2397	176
YPL181W_mRNA	1830	201	1518	111
YPL182C_mRNA	654	97	381	176
YPL183C_mRNA	3163	38	3039	86
YPL183W-A_mRNA	509	98	279	132
YPL184C_mRNA	2109	97	1836	176
YPL185W_mRNA	666	97	393	176
YPL186C_mRNA	1202	45	912	245
YPL187W_mRNA	768	97	495	176
YPL188W_mRNA	1515	97	1242	176
YPL189C-A_mRNA	595	126	204	265
YPL189W_mRNA	2100	97	1827	176
YPL190C_mRNA	2896	94	2406	396
YPL191C_mRNA	1353	97	1080	176
YPL192C_mRNA	672	97	399	176
YPL193W_mRNA	1416	97	1143	176
YPL194W_mRNA	2109	97	1836	176
YPL195W_mRNA	3069	97	2796	176
YPL196W_mRNA	1092	97	819	176
YPL197C_mRNA	684	97	411	176
YPL198W_mRNA	860	32	732	96
YPL199C_mRNA	788	12	720	56
YPL200W_mRNA	741	97	468	176
YPL201C_mRNA	1656	97	1383	176
YPL202C_mRNA	1718	70	1248	400
YPL203W_mRNA	1560	177	1140	243
YPL204W_mRNA	1813	194	1482	137
YPL205C_mRNA	615	97	342	176
YPL206C_mRNA	1218	74	963	181
YPL207W_mRNA	2589	77	2430	82
YPL208W_mRNA	1846	22	1749	75
YPL209C_mRNA	1374	97	1101	176
YPL210C_mRNA	2013	25	1920	68
YPL211W_mRNA	814	42	543	229
YPL212C_mRNA	1792	4	1632	156
YPL213W_mRNA	987	97	714	176
YPL214C_mRNA	1823	125	1620	78
YPL215W_mRNA	1211	29	1005	177
YPL216W_mRNA	3579	97	3306	176
YPL217C_mRNA	3822	97	3549	176
YPL218W_mRNA	763	66	570	127
YPL219W_mRNA	1749	97	1476	176
YPL220W_mRNA	825	64	651	110
YPL221W_mRNA	2805	246	2379	180
YPL222C-A_mRNA	516	97	243	176
YPL222W_mRNA	2273	123	2064	86
YPL223C_mRNA	777	97	504	176
YPL224C_mRNA	1820	200	1452	168
YPL225W_mRNA	644	40	438	166
YPL226W_mRNA	3906	63	3588	255
YPL227C_mRNA	1217	138	1002	77
YPL228W_mRNA	1914	131	1647	136
YPL229W_mRNA	856	30	618	208
YPL230W_mRNA	1464	115	1173	176
YPL231W_mRNA	5934	97	5661	176
YPL232W_mRNA	1212	201	870	141
YPL233W_mRNA	921	97	648	176
YPL234C_mRNA	673	60	492	121
YPL235W_mRNA	1660	113	1413	134
YPL236C_mRNA	1375	71	1092	212
YPL237W_mRNA	1036	66	855	115
YPL238C_mRNA	660	97	387	176
YPL239W_mRNA	867	88	600	179
YPL240C_mRNA	2322	56	2127	139
YPL241C_mRNA	1077	97	804	176
YPL242C_mRNA	4758	97	4485	176
YPL243W_mRNA	2008	103	1797	108
YPL244C_mRNA	1180	44	1017	119
YPL245W_mRNA	1635	97	1362	176
YPL246C_mRNA	1059	97	786	176
YPL247C_mRNA	1842	97	1569	176
YPL248C_mRNA	2916	97	2643	176
YPL249C_mRNA	2789	27	2682	80
YPL249C-A_mRNA	598	136	300	162
YPL250C_mRNA	669	67	408	194
YPL250W-A_mRNA	558	97	285	176
YPL251W_mRNA	573	97	300	176
YPL252C_mRNA	652	31	516	105
YPL253C_mRNA	2081	47	1941	93
YPL254W_mRNA	1776	236	1464	76
YPL255W_mRNA	1437	39	1155	243
YPL256C_mRNA	1908	97	1635	176
YPL257W_mRNA	852	97	579	176
YPL258C_mRNA	1926	97	1653	176
YPL259C_mRNA	1698	97	1425	176
YPL260W_mRNA	1959	124	1653	182
YPL261C_mRNA	579	97	306	176
YPL262W_mRNA	1702	182	1464	56
YPL263C_mRNA	2226	97	1953	176
YPL264C_mRNA	1332	97	1059	176
YPL265W_mRNA	2204	98	1824	282
YPL266W_mRNA	1112	82	954	76
YPL267W_mRNA	712	15	627	70
YPL268W_mRNA	2880	97	2607	176
YPL269W_mRNA	2173	97	1932	144
YPL270W_mRNA	2444	23	2319	102
YPL271W_mRNA	426	30	186	210
YPL272C_mRNA	1824	97	1551	176
YPL273W_mRNA	1245	159	975	111
YPL274W_mRNA	1915	68	1761	86
YPL277C_mRNA	1734	97	1461	176
YPL278C_mRNA	573	97	300	176
YPL279C_mRNA	1398	97	1125	176
YPL280W_mRNA	984	97	711	176
YPL281C_mRNA	1584	97	1311	176
YPL282C_mRNA	765	97	492	176
YPL283C_mRNA	5850	97	5577	176
YPL283W-A_mRNA	846	97	573	176
YPL283W-B_mRNA	753	97	480	176
YPR001W_mRNA	1731	97	1458	176
YPR002C-A_mRNA	468	97	195	176
YPR002W_mRNA	1761	13	1548	200
YPR003C_mRNA	2666	55	2262	349
YPR004C_mRNA	1136	65	1032	39
YPR005C_mRNA	1155	97	882	176
YPR006C_mRNA	1998	97	1725	176
YPR007C_mRNA	2313	97	2040	176
YPR008W_mRNA	2355	97	2082	176
YPR009W_mRNA	1077	97	804	176
YPR010C_mRNA	3882	97	3609	176
YPR010C-A_mRNA	443	83	216	144
YPR011C_mRNA	1368	103	978	287
YPR012W_mRNA	525	97	252	176
YPR013C_mRNA	1788	578	951	259
YPR014C_mRNA	600	97	327	176
YPR015C_mRNA	1014	97	741	176
YPR016C_mRNA	1047	122	735	190
YPR016W-A_mRNA	531	97	258	176
YPR017C_mRNA	633	39	429	165
YPR018W_mRNA	1999	90	1818	91
YPR019W_mRNA	3072	97	2799	176
YPR020W_mRNA	531	49	345	137
YPR021C_mRNA	2979	97	2706	176
YPR022C_mRNA	3672	97	3399	176
YPR023C_mRNA	1476	97	1203	176
YPR024W_mRNA	2925	170	2241	514
YPR025C_mRNA	1452	97	1179	176
YPR026W_mRNA	3906	97	3633	176
YPR027C_mRNA	1104	97	831	176
YPR028W_mRNA	751	69	540	142
YPR029C_mRNA	2767	52	2496	219
YPR030W_mRNA	3636	97	3363	176
YPR031W_mRNA	2517	97	2244	176
YPR032W_mRNA	3372	97	3099	176
YPR033C_mRNA	1911	97	1638	176
YPR034W_mRNA	1748	65	1431	252
YPR035W_mRNA	1413	126	1110	177
